ID_Intervento,Azienda,Città,Macchinario,Tipo_Macchinario,Tipo_Intervento,Priorità,Data_Intervento,Tecnico,Durata_Ore,Stato,Costo_Euro,Età_Macchinario_Anni,Ore_Utilizzo_Totali,Mesi_Senza_Intervento,Interventi_Ultimi_12_Mesi,Esito_Intervento
INT-0429,Tecnoinox Srl,Reggio Emilia,Pannello PLC Siemens S7,Quadro Elettrico,Manutenzione Preventiva,Media,2023-02-26,Monti,4.7,Completato,2557.34,1.6,2848,4,0,Completato
INT-0430,IMA Industries,Bologna,Chiller Trane CGAM,Refrigerazione,Manutenzione Correttiva,Media,2023-03-04,Bernardini,6.1,Parziale,287.81,9.6,16883,16,8,Parziale
INT-0431,Marchesini Group,Bologna,Compressore Ingersoll R55,Compressore,Manutenzione Preventiva,Alta,2022-05-02,Ferretti,3.4,Completato,2410.54,2.1,3448,16,5,Completato
INT-0432,Marchesini Group,Bologna,Refrigeratore Clivet WSAN,Refrigerazione,Manutenzione Preventiva,Media,2022-07-21,Bernardini,2.2,Completato,2237.11,11.8,19172,3,1,Completato
INT-0433,Cefla Srl,Imola,Riduttore Bonfiglioli VF,Trasmissione,Manutenzione Correttiva,Bassa,2022-07-24,Ansaloni,3.0,Completato,1036.17,1.0,1501,0,1,Completato
INT-0434,Termomeccanica Srl,Parma,Refrigeratore Clivet WSAN,Refrigerazione,Manutenzione Correttiva,Alta,2022-01-15,Monti,6.8,Completato,2027.01,4.6,9453,7,8,Completato
INT-0435,Marposs SpA,Bologna,Gruppo Frigo Carrier 30XA,Refrigerazione,Manutenzione Correttiva,Alta,2022-04-20,Ferretti,3.0,Completato,1045.12,11.1,23537,15,5,Completato
INT-0436,Elcon Srl,Piacenza,Pompa KSB Etanorm,Pompa,Manutenzione Preventiva,Alta,2023-12-23,Ansaloni,4.2,Completato,2044.21,1.8,3932,3,7,Completato
INT-0437,Termomeccanica Srl,Parma,Quadro Automazione Allen Bradley,Quadro Elettrico,Manutenzione Correttiva,Alta,2022-07-13,Monti,10.4,Parziale,2513.73,5.8,11229,14,3,Parziale
INT-0438,Bonfiglioli SpA,Bologna,Quadro BT ABB,Quadro Elettrico,Manutenzione Preventiva,Media,2022-04-15,Monti,9.2,Completato,2507.4,8.2,13090,16,1,Completato
INT-0439,Coesia SpA,Bologna,Compressore Boge C15,Compressore,Manutenzione Preventiva,Media,2024-02-23,Monti,8.8,Completato,1662.82,2.8,5723,12,1,Completato
INT-0440,Aeroquip Srl,Ferrara,Pompa Lowara FC,Pompa,Guasto Urgente,Alta,2023-10-06,Ansaloni,11.4,Completato,160.85,11.9,20365,4,7,Completato
INT-0441,Fluid System Srl,Modena,Compressore Ingersoll R55,Compressore,Manutenzione Correttiva,Alta,2024-02-09,Ferretti,6.7,Completato,1418.75,4.9,9208,4,4,Completato
INT-0442,Pneumax Srl,Bergamo,Refrigeratore Clivet WSAN,Refrigerazione,Manutenzione Preventiva,Media,2022-05-02,Bernardini,5.2,Recidiva,935.6,6.3,10977,17,8,Recidiva
INT-0443,Elcon Srl,Piacenza,Pompa Flygt Serie 3,Pompa,Guasto Urgente,Alta,2023-05-15,Ansaloni,9.4,Completato,1627.29,6.9,14216,9,2,Completato
INT-0444,Bonfiglioli SpA,Bologna,Giunto elastico Flender,Trasmissione,Manutenzione Correttiva,Media,2022-11-25,Ansaloni,1.7,Recidiva,1686.06,6.3,10025,15,6,Recidiva
INT-0445,Marchesini Group,Bologna,Pannello PLC Siemens S7,Quadro Elettrico,Guasto Urgente,Bassa,2022-02-27,Ferretti,8.3,Completato,753.51,9.3,16973,12,1,Completato
INT-0446,Marposs SpA,Bologna,Riduttore Bonfiglioli VF,Trasmissione,Guasto Urgente,Alta,2023-03-09,Ferretti,7.2,Completato,2531.83,10.5,13801,5,0,Completato
INT-0447,Aeroquip Srl,Ferrara,Compressore Ingersoll R55,Compressore,Ispezione Periodica,Alta,2022-12-11,Ferretti,6.5,Completato,2287.16,4.8,7633,18,1,Completato
INT-0448,Tecnoinox Srl,Reggio Emilia,Refrigeratore Clivet WSAN,Refrigerazione,Manutenzione Preventiva,Alta,2023-08-11,Bernardini,5.4,Completato,694.41,2.8,5139,2,8,Completato
INT-0449,Termomeccanica Srl,Parma,Riduttore Bonfiglioli VF,Trasmissione,Manutenzione Preventiva,Media,2022-11-06,Ansaloni,6.6,Completato,895.75,1.3,2601,15,6,Completato
INT-0450,Samp SpA,Bologna,Quadro BT ABB,Quadro Elettrico,Ispezione Periodica,Media,2022-07-11,Monti,7.3,Completato,659.23,7.7,12729,17,2,Completato
INT-0451,Pneumax Srl,Bergamo,Quadro Automazione Allen Bradley,Quadro Elettrico,Manutenzione Preventiva,Media,2023-03-22,Ferretti,5.5,Completato,2419.71,6.5,10167,4,3,Completato
INT-0452,Termomeccanica Srl,Parma,Gruppo Frigo Daikin EWAD,Refrigerazione,Manutenzione Preventiva,Alta,2024-03-27,Bernardini,10.1,Completato,1342.51,7.9,11505,7,6,Completato
INT-0453,Samp SpA,Bologna,Pompa Flygt Serie 3,Pompa,Manutenzione Correttiva,Alta,2023-10-22,Ansaloni,10.4,Completato,2701.5,2.8,4123,0,4,Completato
INT-0454,Bonfiglioli SpA,Bologna,Compressore Atlas Copco GA55,Compressore,Ispezione Periodica,Media,2023-02-11,Ferretti,11.4,Parziale,2049.92,4.1,6141,2,6,Parziale
INT-0455,Marchesini Group,Bologna,Gruppo Frigo Carrier 30XA,Refrigerazione,Guasto Urgente,Alta,2024-03-02,Bernardini,9.9,Completato,975.66,6.5,13188,16,4,Completato
INT-0456,Elcon Srl,Piacenza,Gruppo Frigo Daikin EWAD,Refrigerazione,Manutenzione Preventiva,Media,2023-01-19,Bernardini,8.7,Completato,387.25,2.5,5424,14,6,Completato
INT-0457,Samp SpA,Bologna,Pompa Flygt Serie 3,Pompa,Manutenzione Correttiva,Media,2023-09-13,Ansaloni,1.4,Completato,2091.3,10.6,22651,11,7,Completato
INT-0458,Fluid System Srl,Modena,Refrigeratore Clivet WSAN,Refrigerazione,Ispezione Periodica,Bassa,2023-02-07,Bernardini,11.2,Completato,2576.76,7.8,14824,3,8,Completato
INT-0459,Marposs SpA,Bologna,Compressore Kaeser SK25,Compressore,Manutenzione Preventiva,Alta,2023-05-19,Ferretti,6.2,Completato,1203.25,11.0,20144,13,0,Completato
INT-0460,Tecnoinox Srl,Reggio Emilia,Pompa Centrifuga Grundfos NB,Pompa,Guasto Urgente,Alta,2023-10-19,Monti,3.0,Completato,1286.06,6.3,9776,17,5,Completato
INT-0461,Marchesini Group,Bologna,Compressore Ingersoll R55,Compressore,Guasto Urgente,Bassa,2024-02-21,Ferretti,2.4,Completato,1695.72,4.1,5257,5,3,Completato
INT-0462,Rollon SpA,Milano,Quadro Automazione Allen Bradley,Quadro Elettrico,Manutenzione Preventiva,Media,2024-06-16,Monti,5.2,Completato,2350.33,3.5,6606,10,4,Completato
INT-0463,Datalogic SpA,Bologna,Compressore Atlas Copco GA55,Compressore,Manutenzione Correttiva,Alta,2023-03-16,Bernardini,7.6,Completato,485.96,10.9,23697,6,4,Completato
INT-0464,Frigomec Srl,Modena,Gruppo Frigo Carrier 30XA,Refrigerazione,Manutenzione Preventiva,Alta,2024-04-12,Bernardini,9.6,Parziale,863.26,9.4,20005,15,1,Parziale
INT-0465,Bonfiglioli SpA,Bologna,Pompa KSB Etanorm,Pompa,Guasto Urgente,Media,2022-10-25,Ansaloni,11.7,Completato,720.52,7.4,16244,9,3,Completato
INT-0466,Pneumax Srl,Bergamo,Refrigeratore Clivet WSAN,Refrigerazione,Manutenzione Correttiva,Media,2024-01-24,Bernardini,7.6,Completato,278.71,1.5,2503,10,6,Completato
INT-0467,Samp SpA,Bologna,Compressore Atlas Copco GA55,Compressore,Manutenzione Preventiva,Media,2023-02-09,Ferretti,8.4,Completato,439.69,5.9,9170,1,0,Completato
INT-0468,Samp SpA,Bologna,Compressore Kaeser SK25,Compressore,Guasto Urgente,Media,2022-04-30,Ferretti,4.4,Completato,2741.57,11.2,23272,4,1,Completato
INT-0469,Bonfiglioli SpA,Bologna,Pannello PLC Siemens S7,Quadro Elettrico,Guasto Urgente,Media,2023-05-19,Monti,9.4,Completato,491.44,10.9,15949,8,8,Completato
INT-0470,Pneumax Srl,Bergamo,Compressore Kaeser SK25,Compressore,Guasto Urgente,Bassa,2022-02-11,Ferretti,5.9,Parziale,2769.59,2.6,4342,5,7,Parziale
INT-0471,Samp SpA,Bologna,Pompa Flygt Serie 3,Pompa,Manutenzione Correttiva,Media,2023-07-31,Ansaloni,10.8,Completato,1673.04,1.9,2457,9,2,Completato
INT-0472,Carpigiani SpA,Bologna,Variatore SEW Eurodrive,Trasmissione,Manutenzione Preventiva,Media,2023-02-08,Ansaloni,5.1,Completato,2607.28,3.3,5603,3,5,Completato
INT-0473,IMA Industries,Bologna,Quadro BT ABB,Quadro Elettrico,Guasto Urgente,Alta,2023-11-03,Monti,7.8,Recidiva,1312.44,10.1,18781,14,4,Recidiva
INT-0474,Marchesini Group,Bologna,Gruppo Frigo Carrier 30XA,Refrigerazione,Ispezione Periodica,Media,2022-07-02,Monti,3.6,Completato,2176.79,4.2,5273,2,8,Completato
INT-0475,Elcon Srl,Piacenza,Compressore Atlas Copco GA55,Compressore,Manutenzione Preventiva,Bassa,2022-11-14,Bernardini,10.9,Completato,1721.56,5.0,8011,4,1,Completato
INT-0476,Frigomec Srl,Modena,Compressore Boge C15,Compressore,Manutenzione Preventiva,Media,2022-07-10,Ferretti,5.8,Completato,1238.77,5.6,8893,8,6,Completato
INT-0477,Fluid System Srl,Modena,Cinghia trapezoidale SKF,Trasmissione,Manutenzione Correttiva,Media,2023-03-24,Bernardini,1.9,Completato,2260.2,7.9,15117,15,8,Completato
INT-0478,Marposs SpA,Bologna,Chiller Trane CGAM,Refrigerazione,Manutenzione Correttiva,Bassa,2023-06-07,Bernardini,5.7,Completato,337.0,10.2,17575,9,0,Completato
INT-0479,Aeroquip Srl,Ferrara,Pannello PLC Siemens S7,Quadro Elettrico,Manutenzione Correttiva,Alta,2023-12-23,Monti,4.3,Completato,1677.21,1.8,3350,5,2,Completato
INT-0480,Pneumax Srl,Bergamo,Pompa Lowara FC,Pompa,Manutenzione Preventiva,Alta,2022-01-14,Ansaloni,2.9,Completato,1377.77,2.9,3706,8,1,Completato
INT-0481,Elcon Srl,Piacenza,Giunto elastico Flender,Trasmissione,Manutenzione Preventiva,Alta,2024-04-15,Ansaloni,1.2,Completato,2719.82,8.4,18170,12,4,Completato
INT-0482,Carpigiani SpA,Bologna,Gruppo Frigo Daikin EWAD,Refrigerazione,Manutenzione Preventiva,Media,2023-03-09,Bernardini,1.2,Completato,531.81,5.5,10043,17,3,Completato
INT-0483,Marchesini Group,Bologna,Pompa Flygt Serie 3,Pompa,Manutenzione Preventiva,Alta,2024-01-01,Ansaloni,5.7,Completato,1210.67,7.2,10089,18,6,Completato
INT-0484,Bonfiglioli SpA,Bologna,Cinghia trapezoidale SKF,Trasmissione,Manutenzione Correttiva,Media,2022-11-20,Ansaloni,7.1,Completato,808.55,6.1,10925,15,3,Completato
INT-0485,Rollon SpA,Milano,Pompa Centrifuga Grundfos NB,Pompa,Manutenzione Correttiva,Media,2023-06-04,Ansaloni,3.4,Completato,2552.67,5.7,9326,5,4,Completato
INT-0486,Tecnoinox Srl,Reggio Emilia,Giunto elastico Flender,Trasmissione,Manutenzione Correttiva,Media,2023-09-29,Ansaloni,3.3,Parziale,1958.7,8.8,13995,13,5,Parziale
INT-0487,Termomeccanica Srl,Parma,Pompa KSB Etanorm,Pompa,Guasto Urgente,Alta,2022-01-19,Ansaloni,4.9,Completato,789.4,7.5,9756,13,7,Completato
INT-0488,Coesia SpA,Bologna,Gruppo Frigo Carrier 30XA,Refrigerazione,Manutenzione Preventiva,Alta,2022-12-30,Monti,9.5,Completato,2174.66,5.5,9996,3,8,Completato
INT-0489,Samp SpA,Bologna,Quadro BT ABB,Quadro Elettrico,Ispezione Periodica,Media,2024-03-11,Ferretti,7.7,Recidiva,2207.47,8.6,18289,14,7,Recidiva
INT-0490,IMA Industries,Bologna,Riduttore Bonfiglioli VF,Trasmissione,Manutenzione Correttiva,Media,2023-05-26,Ansaloni,9.1,Completato,350.08,7.7,15945,11,2,Completato
INT-0491,Frigomec Srl,Modena,Quadro BT ABB,Quadro Elettrico,Manutenzione Correttiva,Media,2022-06-25,Monti,1.9,Completato,1093.03,5.5,8886,0,3,Completato
INT-0492,Rollon SpA,Milano,Quadro BT ABB,Quadro Elettrico,Ispezione Periodica,Media,2023-06-13,Monti,9.7,Recidiva,1064.03,9.6,12844,13,6,Recidiva
INT-0493,Carpigiani SpA,Bologna,Pompa KSB Etanorm,Pompa,Manutenzione Preventiva,Media,2023-10-19,Ansaloni,2.7,Completato,1642.8,1.5,2272,5,6,Completato
INT-0494,Cefla Srl,Imola,Quadro Automazione Allen Bradley,Quadro Elettrico,Manutenzione Correttiva,Bassa,2022-05-31,Monti,8.7,Completato,1293.63,8.8,13320,11,0,Completato
INT-0495,SCM Group,Rimini,Giunto elastico Flender,Trasmissione,Guasto Urgente,Media,2024-06-19,Ansaloni,2.4,Completato,2778.03,9.4,19561,2,0,Completato
INT-0496,Marposs SpA,Bologna,Gruppo Frigo Carrier 30XA,Refrigerazione,Manutenzione Preventiva,Media,2022-09-05,Bernardini,10.2,Completato,906.72,6.5,12720,5,0,Completato
INT-0497,Rollon SpA,Milano,Riduttore Bonfiglioli VF,Trasmissione,Manutenzione Correttiva,Bassa,2023-08-10,Ansaloni,9.1,Completato,1312.56,3.5,5976,3,0,Completato
INT-0498,Datalogic SpA,Bologna,Variatore SEW Eurodrive,Trasmissione,Manutenzione Correttiva,Media,2022-12-02,Ansaloni,6.7,Completato,603.75,8.2,16523,18,2,Completato
INT-0499,Frigomec Srl,Modena,Pompa Centrifuga Grundfos NB,Pompa,Manutenzione Correttiva,Alta,2023-01-14,Ansaloni,8.4,Completato,1175.49,10.0,12819,1,6,Completato
INT-0500,Samp SpA,Bologna,Giunto elastico Flender,Trasmissione,Manutenzione Correttiva,Alta,2023-12-30,Ansaloni,6.0,Completato,2713.05,7.8,17132,15,6,Completato
